date,pc1,STOXX50,MP_pm,CBI_pm,MP_median,CBI_median
2018-12-13,-0.00059467,0.120556037672337,-0.00059467,-0,-0.00409699,0.00350232
2019-01-24,-0.00379332,-0.61087131377473,-0,-0.00379332,0.01735661,-0.02114993
2019-03-07,-0.00565646,-0.361680374541073,-0,-0.00565646,0.00857111,-0.01422757
2019-04-10,-0.00288502,0.0399349047151887,-0.00288502,-0,-0.00270117,-0.00018385
2019-06-06,0.02310159,-0.590257025325513,0.02310159,0,0.03015435,-0.00705276
2019-07-25,0.03647488,-0.73933,0.03647488,0,0.04153943,-0.00506455
2019-09-12,0.06608239,0.042317,0,0.06608239,0.03170746,0.03437493
2019-10-24,0.00098043,-0.22371,0.00098043,0,0.00754104,-0.00656061
2019-12-12,0.00068756,0.3329,0,0.00068756,-0.01014847,0.01083603
2020-01-23,0.00555364,-0.470577457078569,0.00555364,0,0.01760835,-0.01205471
2020-03-12,0.12313491,-3.98467470715058,0.12313491,0,0.1871553,-0.06402039
2020-04-30,0.01595443,-1.1385433664616,0.01595443,0,0.0438615,-0.02790707
2020-06-04,0.00290756,0.0227421999305477,0,0.00290756,0.000737,0.00217056
2020-07-16,-0.00382592,0.268275073196023,-0.00382592,-0,-0.01036838,0.00654246
2020-09-10,0.00933721,0.505103406069196,0,0.00933721,-0.0112511,0.02058831
2020-10-29,-0.00608452,1.29373772749455,-0.00608452,-0,-0.04381792,0.0377334
2020-12-10,0.01469255,-0.693229281993979,0.01469255,0,0.02919528,-0.01450273
2021-01-21,0.00252489,-0.342275252965329,0.00252489,0,0.01205018,-0.00952529
2021-03-11,0.01235586,0.107737627767968,0,0.01235586,0.00278229,0.00957357
2021-04-22,-0.00153145,-0.083392067188548,-0,-0.00153145,0.0018626,-0.00339405
2021-06-10,-0.00092195,0.474655205577434,-0.00092195,-0,-0.01542102,0.01449907
2021-07-22,-0.00037444,-0.234586766037204,-0,-0.00037444,0.00720642,-0.00758086
2021-09-09,0.0015816,0.465143772255594,0,0.0015816,-0.01386947,0.01545107
2021-10-28,0.00051638,-0.201671054876584,0.00051638,0,0.0066144,-0.00609802
2021-12-16,-0.0030934,-0.686763891686226,-0,-0.0030934,0.02009853,-0.02319193
2022-02-03,0.01650525,-0.967914358713351,0.01650525,0,0.03875907,-0.02225382
2022-03-10,0.0143806,-0.13615918320653,0.0143806,0,0.01148173,0.00289887
2022-04-14,-0.03888736,0.236830009781208,-0.03888736,-0,-0.02690802,-0.01197934
2022-06-09,-0.00967405,-1.41096293636256,-0,-0.00967405,0.0396333,-0.04930735
2022-07-21,0.12674214,0.119942578418808,0,0.12674214,0.05959075,0.06715139
2022-09-08,0.11501145,-0.22380435893723,0.11501145,0,0.06455953,0.05045192
2022-10-27,-0.05552758,0.642207387971006,-0.05552758,-0,-0.0480047,-0.00752288
2022-12-15,0.03575013,-2.17950296080822,0.03575013,0,0.08656802,-0.05081789
2023-02-02,-0.02081388,0.557844918201233,-0.02081388,-0,-0.02798894,0.00717506
2023-03-16,0.19729267,1.14873149172947,0,0.19729267,0.06244094,0.13485173
2023-05-04,-0.07533182,0.506972788081228,-0.07533182,-0,-0.05364453,-0.02168729
2023-06-15,0.01502103,0.141153566107022,0,0.01502103,0.00306168,0.01195935
2023-07-27,-0.02146084,0.577906619533231,-0.02146084,-0,-0.02894472,0.00748388
2023-09-14,0.0718782,1.02057828153406,0,0.0718782,0.0037728,0.0681054
2023-10-26,-0.019879,0.472046352170885,-0.019879,-0,-0.02481732,0.00493832
